"minHBint8","MATS3e","MATS3c","MATS3m","minHBint6","minHBint7","minHBint4","SpMax8_Bhp","MDEC.11","VR2_Dt","BIC5","minHBint3","maxdssC","nT6Ring","minssCH2","khs.aaN","SpMax3_Bhp","SpMin6_Bhi","SpMax3_Bhm","AATSC2m","MDEC.23","MDEC.22","MDEC.24","MATS2e","MATS2c","topoDiameter","ATSC8i","SaasC","minaaCH","SpMax2_Bhp","AATS8p","VE3_Dt","XLogP","SpMax4_Bhp","SpMax4_Bhm","minaaN","JGI10","MATS1i","VR2_Dze","SdO","SdssC","AATS7e","ETA_Epsilon_5","SsssCH","maxHsOH","GATS1s","GATS1e","GATS1c","GATS1m","MATS6c","ETA_BetaP_s","minssNH","nX","nS","AATS6i","nBase","minHBint10","GATS6i","MATS7m","GATS6s","SpMin8_Bhi","ATSC3s","ATSC3p","minHCsats","SdsCH","minssO","SpMin3_Bhi","nT10HeteroRing","AATS5i","BCUTp.1l","BCUTp.1h","BCUTw.1l","GATS3c","GATS3e","GATS3i","MLFER_BH","maxaasC","MATS6v","hmax","khs.aaaC","ETA_AlphaP","ATSC2s","ATSC2i","khs.aasC","nG","naaaC","GATS2s","GATS2m","GATS2e","ATSC1v","ATSC1e","MATS5c","SpMin2_Bhv","BCUTc.1l","BCUTc.1h","naaS","SpMax6_Bhm","AATSC8c","SpMAD_Dzs","GATS5s","MLFER_A","GATS5m","MATS4c","MATS4e","MATS4m","MATS4s","minaaaC","minwHBa","ATSC0p","ATSC0i","VE2_D","nHBint3","nHBint6","nHBint7","nHBint9","MDEN.33","FMF","minssssC","SRW5","nF9Ring","GATS4s","GATS4c","ATSC7s","ATSC7i","VC.4","VC.5","JGI2","JGI3","JGI6","JGI7","JGI4","JGI5","JGI8","JGI9","LipinskiFailures","C2SP3","GATS2p","ETA_Shape_P","MDEN.22","GATS7m","SsOH","khs.dsN","SHBint10","CrippenLogP","MPC10","SpMin1_Bhm","AATS0m","nAtomLAC","ATSC5v","MLFER_S","nsOm","naasN","nsssN","naasC","nHBAcc3","AMR","GATS6c","MATS5s","C1SP2","C1SP3","maxHBint2","maxHBint4","maxHBint5","maxHBint6","ATSC5m","ATSC5i","MATS8m","Kier3","MDEN.23","nHeteroRing","mindssC","AATSC6e","AATSC7c","MATS8e","ATS0m","GGI9","GGI8","GGI3","GGI2","ATSC4i","ATSC4p","SpMax1_Bhs","SpMax1_Bhp","hmin","C3SP2","VR1_Dzs","naaCH","minHBa","ALogp2","nssS","SaaO","SpMax2_Bhs","GATS8c","SpMax2_Bhm","GATS8p","GATS8s","n6HeteroRing","minHBint9","VE2_DzZ","mindO","TopoPSA","MDEO.11","SpMax5_Bhm","C3SP3","VE3_Dzp","nTG12HeteroRing","GATS5c","nF12HeteroRing","topoShape","VE1_Dt","maxHaaCH","nHBAcc","nsCl","WTPT.2","WTPT.3","MDEO.22","Class"
0,-0.0746,0.0138,0.011,0,0,0,2.9669,0,7.8477,0.8948,0,0.9218,6,0.6596,1,3.849,1.3815,3.8715,0.5224,54.58,27.4419,0,-0.0023,-0.0442,17,13.0709,6.6387,1.8066,3.9043,1.4988,-2.3594,2.337,3.7785,3.7844,4.8551,0.0065,-0.0472,10.6888,25.1296,0.848,7.5359,0.7929,-0.0652,0,0.5224,0.6353,1.2077,0.6466,-0.0267,0.6548,0,0,0,153.4323,0,0,0.9318,-0.0668,0.8051,1.1378,3.6231,-0.9084,0.7613,0.8416,5.3892,1.8477,2,154.5214,3.9215,11.9586,11.9883,0.9573,0.9232,1.1235,2.307,1.0978,0.0185,0.8608,6,0.4786,-6.9182,-11.8104,6,0,4,0.6549,0.7881,0.8658,63.4773,0.1571,-0.0227,1.9816,-0.3495,0.3188,0,3.383,-3e-04,11.73,0.9175,0.003,0.9867,-0.0192,-0.1097,-0.1067,-0.0318,0.7959,-0.0738,15.0059,102.5838,0.0026,0,0,0,0,0.125,0.5606,0,3.0445,2,1.0201,1.0597,5.5657,5.4155,0,0.2522,0.07,0.0406,0.0144,0.0105,0.0412,0.0264,0.0107,0.0076,0,2,0.8773,0.058,0.1429,0.9998,0,1,0,8.1209,796,2.166,100.3988,0,132.7502,4.172,0,1,1,8,6,177.9285,0.793,-0.0347,3,0,0,0,0,0,-115.8251,3.2465,-0.017,5.157,1.2296,3,-0.0738,5e-04,7e-04,0.0498,6626.318,0.4653,0.7166,3.3264,5.1111,-16.6438,-2.4951,4.6271,4.1551,-0.1701,7,492.3139,17,1.7258,5.956,0,0,4.6125,0.7707,3.9554,1.0358,0.8124,1,0,0.0053,11.2993,76.79,0.0714,3.5694,0,-4.6859,7,0.8734,1,0.8889,0.5702,0.5634,6,0,2.1221,21.5668,0,"NoChanger"
0,-0.0268,-0.2329,0.11,0,0,0,3.066,0.0909,10.4173,0.8811,0,0.6673,6,0.5355,2,3.806,1.4623,3.8226,3.7722,46.3298,24.9526,0,0.2011,0.0938,17,-7.577,3.1587,1.9367,4.0293,1.5371,-8.634,3.891,3.754,3.7759,4.9908,0.0068,-0.2071,26.0101,14.2331,0.5751,7.717,0.7754,0,0,0.6038,0.7507,1.461,0.7024,0.0148,0.6786,0,0,0,156.0329,2,0,1.1275,-0.0629,0.9336,1.2038,1.8801,3.3002,0.4366,0,0,1.8462,1,156.4954,6.0114,12.3264,11.85,1.5249,1.1988,1.0521,3.587,1.1775,0.0182,0.743,9,0.4818,5.0603,-9.6734,3,0,8,0.5911,0.7506,0.7583,4.9395,0.042,-0.0322,2.0378,-0.2743,0.2445,0,3.4216,-3e-04,10.9861,1.4323,0.003,1.0206,0.1786,0.1995,-0.0612,0.1025,0.5748,-0.0922,15.9067,113.6427,0.0036,0,0,0,0,0.5313,0.5429,0,3.0445,4,1.1947,1.1048,-14.8352,32.5928,0,0.2646,0.067,0.0538,0.0172,0.0128,0.0346,0.0302,0.01,0.0092,0,1,0.899,0.0659,0.8255,1.0558,0,1,0,8.5874,818,2.0731,93.012,2,-235.8114,4.779,0,2,1,4,4,179.7248,1.1632,-0.0758,4,4,0,0,0,0,-260.2998,-1.8966,-0.0791,5.157,2.3344,4,-0.0922,-8e-04,-1e-04,-0.1434,6510.8383,0.6244,0.7527,4.4097,4.8889,-10.784,-4.5474,4.6253,4.1583,-0.138,4,850.4542,16,1.7719,9.9976,0,0,4.2146,1.2237,4.1187,0.9768,1.5228,2,0,0.0125,14.2331,67.79,0,3.6061,0,-3.0178,4,1.1888,0,0.8889,0.128,0.5682,7,0,2.1225,22.9067,0,"NoChanger"
0,-0.0027,0.0048,0.0347,4.9643,0,0.6538,3.1456,0,36.9241,0.9188,0,0,5,0.0827,0,3.8326,1.3908,3.8406,0.2941,60.0166,30.7997,4.6102,0.0522,-0.0557,15,-5.5581,6.3091,1.6766,3.8448,1.4551,-7.1589,4.494,3.8127,3.8213,0,0.0061,-0.0309,19.8345,44.3973,-0.771,7.7233,0.7941,-2.5877,0,0.5353,0.6747,1.2735,0.7002,0.1397,0.6477,3.0997,0,0,152.8576,0,1.8429,1.0009,-0.1048,1.2524,1.1482,-7.9974,-1.585,0.3411,3.848,5.4948,1.8391,1,153.9045,5.3534,15.3524,11.9942,0.9666,0.822,1.0794,2.651,1.1356,0.0366,1.0593,0,0.4765,-2.934,2.1675,9,1,0,0.605,0.8326,0.786,171.5347,-0.1079,0.0056,1.9955,-0.3168,0.2177,0,3.3347,-0.0013,13.303,1.3129,-0.088,0.8673,-0.0845,-0.0275,-0.0049,-0.08,0,-0.2771,17.506,107.4429,0.0027,0,1,0,1,0,0.5135,-1.3678,3.434,3,1.3734,1.2357,-48.5249,5.7882,0.0417,0.4522,0.0779,0.0549,0.0178,0.0109,0.0444,0.0296,0.009,0.0079,0,4,0.9251,0.0715,0,1.0699,0,0,1.8429,6.4258,860,2.0318,95.1417,3,861.1866,4.794,0,0,1,9,6,179.1881,0.9678,0.1497,2,1,4.8971,0.6538,5.0286,4.9643,785.8889,9.4502,-0.1448,5.1073,0.25,4,-0.2771,0.005,-2e-04,-0.1016,7040.4865,0.5947,0.8267,4.8819,6,-18.2512,-2.6708,4.7256,4.0217,-0.323,6,523.0107,15,1.9494,0.4875,0,0,4.6874,1.0806,3.8907,1.0325,1.3158,1,1.8793,0.004,14.6015,84.94,0.5646,3.5774,1,-3.5644,1,1.1486,0,0.875,0.1965,0.6322,5,0,2.108,20.8041,0.5,"NoChanger"
0,-0.0483,-0.0231,-0.0016,0,0,0,3.1062,0,18.146,0.9103,0,0,6,0.3613,0,3.8192,1.4532,3.8737,-1.2196,52.249,0,0,0.039,-0.0171,20,9.2371,4.204,1.5607,3.8746,1.423,-5.2692,2.747,3.7165,3.7311,0,0.0061,-0.1236,15.3435,55.1941,-1.6821,7.8465,0.837,-3.4037,0,0.5252,0.6801,1.3183,0.634,0.0794,0.6667,0,0,0,155.7529,0,0,1.0302,0.068,1.1185,1.1373,-18.3237,0.6702,0.7459,3.8095,5.6122,1.8467,2,154.3845,5.4595,12.1901,11.85,1.1686,1.0604,1.0099,2.082,0.874,0.0204,1.1058,0,0.4696,-0.8749,-23.4939,8,1,0,0.5921,0.8316,0.7962,37.048,-0.1919,-0.0554,1.9919,-0.3414,0.2853,0,3.4001,-0.001,13.6129,1.5249,0.003,1.036,-3e-04,-0.0486,-0.0738,-0.0393,0,-0.6621,16.4732,103.4777,0.0082,0,0,0,0,0.25,0.5775,0,3.0445,1,1.3444,1.218,5.8055,0.9907,0,0.304,0.0664,0.0526,0.0202,0.0137,0.0442,0.0268,0.0095,0.0067,0,2,1.019,0.0631,0,0.9277,0,0,0,6.2904,698,2.0102,104.283,0,-611.3066,4.522,0,0,2,8,8,180.6652,0.9702,-0.0516,3,2,0,0,0,0,-362.6119,-14.6504,-0.1267,5.9723,0,4,-0.6621,0.0115,6e-04,-0.1593,7404.0941,0.43,0.6778,4.5278,5.1111,-3.4665,-3.1126,4.7474,3.9493,-0.2858,3,2640.601,16,1.1563,1.9008,0,0,4.6853,1.1801,3.8953,0.9477,1.3532,2,0,0.0067,12.8724,102.45,0.8466,3.7005,2,-6.9499,2,1.1905,1,1,0.3101,0.666,6,0,2.1071,26.9423,0.4642,"NoChanger"
0,-0.0623,-0.1824,0.0143,0.9202,6.1495,-0.8879,2.9105,0.25,18.5626,0.8869,0,0.6575,4,0,0,3.8351,1.2353,3.8728,7.622,30.0382,12.9866,0,0.1588,0.125,18,-3.5936,3.9525,1.3992,3.8794,1.4447,-6.7722,4.942,3.6392,3.7578,0,0.0077,-0.0114,12.0121,12.9603,0.9385,7.7836,0.8013,0,0,0.603,0.5936,1.4157,0.6513,0.1358,0.6458,0,1,1,160.4078,3,0,0.7975,-0.0672,0.6946,0.9495,3.1594,0.8054,0,1.7195,0,1.7499,0,155.5353,4.9515,11.8113,11.85,1.2321,0.97,1.0199,3.124,1.0339,0.1628,0.7574,3,0.4848,6.7664,-24.0349,5,0,2,0.5508,0.6528,0.5522,92.5579,0.0438,-0.0855,1.9321,-0.2866,0.2823,0,3.2699,2e-04,11.5033,0.7951,0.003,1.0486,0.098,0.1208,0.0181,-0.0039,1.1504,-0.4405,15.2574,117.8834,4e-04,0,1,1,0,0.1667,0.5536,0,3.0445,1,1.0088,0.8758,-1.3979,9.9147,0,0.2684,0.0801,0.0575,0.0219,0.0148,0.0426,0.0294,0.0094,0.0091,0,0,0.937,0.1157,0.3333,0.9105,0,2,0,6.1398,325,2.1305,119.383,0,-771.3482,4.037,0,1,1,6,5,153.5099,0.8919,0.0049,3,2,0.6118,5.5623,0,0.9202,-452.5776,-33.0396,-0.1318,5.04,1.3213,3,-0.4405,0.0104,-0.001,-0.0566,6685.4478,0.3188,0.4034,3.7361,4.8889,-19.8714,-4.6285,4.764,4.061,-0.0097,5,556.0533,12,-2.0689,12.6843,1,0,4.5999,1.2525,4.0842,1.0178,1.2206,1,0,0.0011,12.9603,98.59,0,3.5113,0,-4.8266,0,1.0168,0,1,0.1524,0.6288,6,0,2.0824,24.1881,0,"NoChanger"
0,-0.0289,-0.1308,0.0831,0,0,0,2.8422,0,38.482,0.8978,0,0.0981,5,0,0,3.8161,1.1577,3.8619,0.2586,34.5325,16.2374,0,0.2536,0.1755,16,-11.7916,2.3878,1.5522,3.9155,1.5229,-9.761,2.127,3.4028,3.4795,0,0.0066,-0.0958,16.111,38.5666,-1.2248,7.8231,0.8208,0,0,0.5246,0.616,1.4664,0.5755,0.064,0.6563,0,0,0,151.3808,0,0,0.8468,0.0252,1.3479,0.941,0.7193,-3.3077,0,0,5.3816,1.811,1,154.83,4.8742,10.6787,11.9966,1.1202,0.8601,1.1681,1.689,0.5063,-0.0422,0.7506,2,0.4729,7.36,-7.1721,6,0,2,0.5301,0.6915,0.4734,29.9342,-0.1028,-0.126,2.0113,-0.2763,0.3019,0,3.1519,-1e-04,9.4129,1.5875,0.003,1.1463,0.1141,-0.0602,-0.0634,0.077,0.9346,-0.5081,10.1865,68.6231,5e-04,0,0,0,0,0,0.6304,0,2.3979,1,1.062,1.1006,1.9568,-6.1731,0,0.1623,0.0768,0.0519,0.0184,0.0145,0.0445,0.0283,0.0102,0.009,0,0,0.9178,0.0661,0,0.926,0,1,0,5.2823,352,2.1035,112.6382,0,268.9853,3.723,0,0,1,6,5,129.7127,1.0477,-0.2172,4,0,0,0,0,0,-305.5902,11.2139,0.069,4.0781,0.1667,2,-0.5081,0.0038,0,0.0951,5181.3561,0.2713,0.3782,3.1111,4.2222,-5.8394,-1.7425,4.6641,4.0115,-7e-04,6,448.4008,14,1.1715,5.1252,0,0,4.5981,1.0012,3.9522,1.0612,1.1623,1,0,2e-04,12.3312,76.04,0.4543,3.2832,0,-9.0998,0,1.3444,0,1,0.0473,0.674,6,0,2.107,17.6195,0,"NoChanger"
0,-0.0356,-0.019,0.0922,0,1.2346,6.007,3.046,0,20.3175,0.7395,0,0,7,0,0,3.8386,1.2775,3.8636,-0.757,51.3093,20.9134,0,0.0681,-0.0065,21,9.475,2.7023,1.4517,3.9852,1.4375,-152.7763,0.78,3.683,3.6891,0,0.0061,0.0803,15.3593,78.8865,-2.378,7.724,0.8,0,0,0.5158,0.5491,1.2648,0.6072,-0.2223,0.625,2.726,0,0,150.9813,0,0,1.0351,0.0101,1.0639,1.1024,-6.2935,-3.1802,0,0,0,1.8658,0,155.206,5.4557,11.1225,11.9883,1.0165,0.8752,1.1262,2.439,0.3186,-0.1184,0.6514,0,0.4727,-3.6792,-13.9182,12,0,0,0.5822,0.714,0.5286,216.6063,-0.2138,0.0168,2.0735,-0.3663,0.2734,0,3.3895,1e-04,13.9003,1.5802,-0.365,1.2201,0.0661,-0.1305,-0.0505,-0.0978,0,-0.5376,14.3988,93.027,0,0,0,4,0,0,0.5938,0,0,0,1.3182,1.2414,84.4743,0.6802,0,0.2618,0.0841,0.0532,0.0158,0.0133,0.0479,0.0274,0.0114,0.0072,0,0,0.9579,0.0962,0.1429,0.9893,0,0,0,6.9106,366,2.0643,111.5942,0,-107.7661,5.907,0,0,0,12,6,177.5004,1.1986,-0.1347,2,0,5.9588,6.007,5.8986,0,-894.1514,28.571,0.06,6.2006,0,0,-0.5376,-0.0031,0.0028,-0.0701,7142.0297,0.3363,0.5906,4.625,6.2222,-29.9576,-4.7001,4.6614,3.9879,0.0576,10,758.3433,18,2.726,3.3952,0,0,4.6607,0.8937,4.0191,1.004,0.9345,0,0,0,13.0236,126.48,1.6084,3.6612,0,-158.5921,0,1.2798,0,0.9091,0,0.6284,8,0,2.085,21.8086,0,"NoChanger"
0.7664,-0.0201,0.0096,0.0244,0.5222,0,1.6598,3.0151,0,8.8642,0.8596,0.5915,0,7,0.4872,0,3.8265,1.2582,3.8563,3.5189,41.1121,23.5154,2.3094,0.2162,-0.0944,20,59.1331,5.0727,1.0859,3.8301,1.3232,-3.9895,4.08,3.6642,3.6695,0,0.0056,-0.0709,10.5869,27.6849,-0.4722,7.9163,0.8401,0,0,0.5412,0.6118,1.4903,0.6605,-0.0509,0.6648,3.3544,3,0,161.3179,1,0,0.8591,-0.2194,0.876,1.0662,19.7016,-1.412,0.6313,0,6.2379,1.855,2,162.5904,3.6272,11.8322,11.9883,1.0602,0.7106,0.8453,3.088,1.0267,0.0164,1.3543,0,0.4649,115.4419,69.1707,12,0,0,0.3916,0.7361,0.5951,115.0933,-0.3562,0.1383,1.9991,-0.3661,0.4168,0,3.3403,0.0014,13.9819,0.8113,-0.144,0.8836,-0.051,-0.0227,0.016,-0.0112,0,-0.6496,17.3874,176.755,0.0099,2,1,0,0,0.3333,0.5068,-4.378,0,0,0.8803,1.0015,-87.7083,-7.8304,0.0135,0.2298,0.0741,0.0422,0.019,0.0119,0.0482,0.0296,0.0118,0.0081,0,0,0.8911,0.0989,0.2,1.2048,0,0,0,7.8791,546,2.0721,103.698,2,750.8796,3.981,0,0,2,12,10,177.3858,1.2198,0.0594,0,8,0,4.7752,4.7696,0.5222,788.258,34.1022,-0.1897,6.6868,0.634,2,-0.2426,-0.0096,-7e-04,-0.0598,7569.9521,0.4444,0.7092,3.5,5.5556,-52.8142,-4.4918,5.3901,4.0075,-0.2863,6,460.534,12,1.9627,4.2965,0,0,4.7918,0.8304,3.8815,1.018,1.1147,2,0,0.0111,13.8343,73.91,0.2,3.6005,0,-2.1958,5,0.9205,0,1,0.4039,0.6549,6,0,2.0864,28.9625,0,"NoChanger"
0,-0.0102,-0.1285,0.1225,0,0,0,2.8819,0,111130.7403,0.8262,0,0,5,0,0,3.92,1.2661,3.9331,0.08,43.2379,19.7777,0,0.1995,0.1691,16,-22.7086,1.4069,1.3903,4.0055,1.6041,-129.93,2.366,3.4744,3.6365,0,0.0077,-0.0836,111119.8075,53.8437,-2.0629,7.8526,0.8074,0,0,0.4929,0.537,1.363,0.578,0.1483,0.6528,0,0,0,152.4386,0,0,0.8494,-0.1562,1.4694,1.113,0.0636,-2.4883,0,0,0,1.8722,0,151.8645,5.766,11.1459,11.9883,1.0999,0.85,1.1245,1.081,0.4671,-6e-04,0.6863,4,0.4759,-1.3176,-4.4478,6,0,4,0.5484,0.6874,0.4326,61.1948,-0.0617,-0.2342,2.0939,-0.3481,0.3203,0,3.2729,-0.0011,10.5482,1.4348,0.003,0.9801,0.116,0.0188,-0.0318,0.1118,0.7605,-0.5157,11.5553,76.3272,0,0,0,0,0,0.1667,0.6154,0,3.0445,2,0.9937,1.0785,0.6417,6.7924,0,0.2577,0.0764,0.063,0.0189,0.0122,0.0384,0.0275,0.012,0.01,0,0,0.8775,0.0778,0,1.1766,0,0,0,6.6168,560,2.1031,110.7778,0,234.6944,3.221,0,0,2,6,4,147.8024,1.1907,-0.1397,4,0,0,0,0,0,-7.6882,2.498,-0.0665,3.9721,0,2,-0.5157,0.0145,-1e-04,-0.0504,5760.4448,0.3781,0.4914,4.5972,4.8889,-12.0475,-2.2824,4.6887,4.0371,0.042,8,2579.8156,16,1.1246,4.4369,0,0,4.6415,1.0096,4.0151,1.1308,0.9128,0,0,0,13.4609,74.76,1.0874,3.3168,0,-123.6612,0,1.5693,1,1,0,0.6863,6,0,2.1132,17.5332,0,"NoChanger"
0,-0.052,-0.1199,0.0074,0,0,0,2.9877,0,73.3834,0.8643,0,0.0405,6,0.5622,3,3.8066,1.5117,3.8237,-0.2487,43.3655,0,0,0.0951,0.0189,19,-14.3968,6.1493,1.8587,3.8124,1.4022,-9.16,4.318,3.7637,3.7717,4.4759,0.0052,-0.1441,20.2535,13.1182,0.0405,7.6593,0.8,0,0,0.583,0.7005,1.4338,0.7009,-0.174,0.6628,0,0,0,157.3956,0,0,1.1749,-0.0382,0.906,1.0435,0.016,-1.9524,0.7271,0,6.0944,1.8382,0,157.6942,5.457,11.4757,11.85,1.3603,1.1238,1.0816,2.418,1.1079,-0.1478,0.7938,4,0.4767,4.9903,-4.565,6,0,2,0.6365,0.8728,0.8393,-15.8921,0.3728,0.0904,1.9738,-0.31,0.234,0,3.5639,-0.0018,12.8897,1.5472,0.003,1.0402,0.0854,0.016,0.0394,-0.0717,0.4334,0.0405,16.4948,113.1636,2e-04,0,0,0,0,0.3333,0.5833,0,2.3979,1,1.611,1.2093,5.9189,25.6013,0,0.1196,0.0523,0.0384,0.0149,0.01,0.0299,0.0165,0.008,0.0064,0,1,1.0103,0.0163,1.04,1.0429,0,0,0,8.3525,438,2.0297,94.8277,0,61.8608,4.452,0,0,2,8,7,181.3356,1.2844,-0.1668,4,4,0,0,0,0,-327.031,3.3102,0.0658,7.7697,1.3462,3,0.0405,-0.0069,0.002,-0.0338,6827.5943,0.43,0.5334,2.6875,3.5556,-9.3641,-0.4554,4.6137,4.0031,-0.1827,4,646.9363,19,1.8968,5.5658,0,5.8555,4.2271,1.0932,3.8409,0.9912,0.7393,2,0,0.0069,13.1182,84.59,0,3.6905,0,-6.005,0,1.1903,0,0.9,0.1188,0.6187,5,0,2.1016,25.5191,0.1667,"NoChanger"
0,-0.0528,-0.0356,0.0298,0,0,0,2.9482,0,14.4521,0.8357,0,0.078,6,0.6346,3,3.7396,1.3862,3.7727,1.049,38.5752,0,0,0.0311,-0.0229,18,-41.5323,4.399,1.937,4.0002,1.2563,-6.9234,3.367,3.5676,3.645,4.9077,0.0066,-0.1764,24.5583,13.4305,0.078,7.5565,0.7983,0.2566,0,0.5857,0.7365,1.384,0.7543,-0.0966,0.675,0,0,0,157.1769,0,0,1.2871,-0.1409,0.882,1.0081,3.7427,-0.0132,0.5626,0,5.6258,1.7958,0,161.1532,5.6222,11.5703,11.9,1.2293,1.0885,1.1209,2.94,0.9805,-0.2307,0.7065,5,0.4767,2.9384,1.7008,4,0,4,0.6823,0.8977,1.0538,-27.4977,0.23,0.0736,2.0697,-0.3807,0.2339,0,3.3868,-0.001,12.1687,1.466,0.003,1.0601,-0.0041,-0.0685,-0.0472,-0.1286,0.8378,0.078,16.3812,113.7484,0.0075,0,0,0,0,0.685,0.5278,0,2.3979,1,1.6133,1.2406,-0.7831,36.4396,0,0.2005,0.0707,0.0384,0.0181,0.0095,0.0337,0.0276,0.0052,0.0077,0,2,0.9369,0.0437,1.04,1.1286,0,0,0,6.6431,429,2.1095,88.0289,0,133.0963,4.097,0,1,2,5,6,161.7568,1.1329,-0.1427,4,7,0,0,0,0,-458.4415,35.7091,-0.0453,6.0466,2.6375,4,0.078,-0.0079,8e-04,0.0364,6338.0782,0.3859,0.3039,2.7292,4.6667,5.5601,-0.5811,4.7442,4.0072,-0.1835,4,814.4526,12,1.9426,0.1442,0,0,4.2366,0.8345,4.0034,1.1444,0.6906,3,0,0.0093,13.4305,75.86,0,3.5798,1,-4.9843,0,1.1739,0,1,0.1771,0.5213,8,0,2.1073,25.8032,0,"NoChanger"
0,-0.0836,-0.0138,-0.0628,0,0,0,3.1486,0,18.8461,0.7504,0,0,7,1.2025,0,3.7554,1.471,3.7741,0.3417,65.256,0,0,-0.2053,-0.2528,17,-19.7304,12.1935,2.2088,4.0815,1.2949,-153.3574,6.394,3.6938,3.7407,0,0.0065,-0.0914,12.1649,0,0,7.1782,0.7191,0,0,0.8023,1.1418,1.4493,0.8897,-0.0588,0.6429,0,0,0,153.5309,2,0,1.1124,-0.1237,1.3365,1.2315,3.7568,-2.705,0.2898,0,0,1.7763,0,153.1857,7.1793,12.6619,11.9,1.0007,1.1216,1.034,0.377,1.6166,-0.1153,0.533,8,0.4952,3.3605,45.0512,4,0,4,0.7581,1.0084,2.0922,236.8502,0.2135,0.1184,2.1078,-0.3371,0.056,0,3.3944,2e-04,11.7658,0.9846,0.003,0.9315,0.0098,0.0407,0.0916,0.1756,1.398,1.3891,20.6256,120.4211,0,0,0,0,0,0,0.5,0,3.0445,2,0.7442,0.8429,-10.1553,-20.2127,0.3536,0.2422,0.0585,0.0489,0.0154,0.0062,0.0429,0.022,0.0072,0.0075,1,6,0.8562,0,0,1.1053,0,0,0,8.0944,706,2.2006,73.8766,0,360.225,2.349,0,0,0,8,0,174.6678,1.2233,0.0914,0,8,0,0,0,0,408.6149,-11.7633,-0.027,4.9745,0,4,0,-0.001,-6e-04,0.0194,6205.6316,0.4044,0.4032,3.9583,4.4444,36.2999,6.9529,4.1893,4.1544,-0.0816,12,622.5451,14,0,0.6222,0,0,4.1128,0.5408,4.0874,1.0492,1.2861,2,0,0,0,0,0,3.7125,0,-30.2731,2,0.6296,0,0.8889,0,0.4125,0,0,2.1479,7.681,0,"NoChanger"
0,0.0429,-0.0428,0.0632,0,0,0,3.0428,0,10.7297,0.888,0,1.0648,7,0.7531,0,3.8512,1.561,3.8999,1.9455,57.6723,30.0055,0,0.2283,0.1403,14,13.4186,4.2283,1.5089,4.0354,1.5188,-6.3425,5.735,3.7912,3.8364,0,0.0046,0.062,12.0779,26.147,2.0109,7.7874,0.7897,-0.4019,0,0.4702,0.3751,1.4933,0.6376,0.031,0.6369,0,0,1,151.46,0,0,1.0826,-0.169,1.1529,1.0986,6.5955,-2.6648,0.6028,2.1277,0,1.8401,1,150.4353,3.9144,13.6715,11.85,0.9845,0.6045,1.0786,0.976,1.2544,-0.0107,0.9688,4,0.4889,25.0549,-7.7435,5,0,4,0.4259,0.7527,0.412,168.8833,0.7867,0.017,2.1133,-0.2753,0.2677,0,3.4707,4e-04,12.7221,0.7712,0.003,0.9766,-0.0578,-0.0773,-0.0325,-0.0416,1.1219,0.0309,17.369,100.4862,0.0025,0,0,0,0,0.2,0.5846,0,2.3979,1,0.8889,1.2177,-1.8523,-41.2936,0,0,0.067,0.0432,0.0149,0.0129,0.0386,0.0227,0.0097,0.0079,1,3,0.9153,0.0487,0,1.4968,0,1,0,7.7865,702,2.1903,114.7223,0,239.9101,4.137,1,0,0,5,4,168.4559,1.4377,-0.0225,1,0,0,0,0,0,590.5407,17.6715,-0.1033,5.3498,0.5345,2,0.9461,-0.0023,-2e-04,0.0652,7456.9495,0.4947,0.6882,3.5417,4.8889,9.9053,1.7108,4.8692,4.1423,-0.2153,9,617.5972,17,-2.1245,18.4573,1,0,4.7104,1.3644,4.0859,1.0467,1.6353,1,0,0.0013,11.7346,97.87,0.5953,3.6477,0,-6.371,3,1.2836,0,0.75,0.2209,0.6079,3,0,2.1236,20.611,0,"NoChanger"
